index,audio,효과음,image,이미지 등장시간,image effect,text3등장시간(s),텍스트 속도(s),text1,텍스트1 연출,text2,text3,텍스트3 연출,select1,select1 moving index,select2,select2 moving index,select3,select3 moving index
35,0,0,19.jpg,0,0,0,0.3,,0,데이빗,"""나 돈 좀 빌려줘. 한 500만..""",2,0,36,0,0,0,0
36,0,0,19.jpg,0,0,0,0.3,,0,빅토리아,"""갑자기? 왜?""",5,0,37,0,0,0,0
37,0,0,19.jpg,0,0,0,0.3,,0,데이빗,"""급하게 좀 필요해.""",2,0,38,0,0,0,0
38,0,0,19.jpg,0,0,0,0.3,,0,빅토리아,"""이유는 알려줘야 나도 남편한테 얘기 해보지.""",5,0,39,0,0,0,0
39,0,0,19.jpg,0,0,0,0.3,,0,데이빗,"""에이미가 여행 좀 보내달래. 유럽으로..""",2,0,40,0,0,0,0
40,0,0,19.jpg,0,0,0,0.3,,0,빅토리아,"""야. 이 시국에 무슨 여행이니? 형편도 어려운데..이번에 대학도 합격해서 학비도 만만치 않잖아.""",5,0,41,0,0,0,0
41,0,0,19.jpg,0,0,0,0.3,,0,데이빗,"""한번도 그런거 해준 적 없잖아. 처음으로 좀 해달라는데 도저히 안해줄 수가 없네..""",2,0,42,0,0,0,0
42,0,0,19.jpg,0,0,0,0.3,,0,빅토리아,"""...그래. 알았어..아빠 노릇 제대로 하네..""",5,0,43,0,0,0,0
43,0,0,19.jpg,0,0,0,0.3,,0,데이빗,"""고마워. 바로 좀 부탁할게.""",2,0,44,0,0,0,0
44,0,0,3.jpg,0,0,0,0,,0,,,0,0,45,0,0,0,0
45,0,0,21.jpg,0,0,0,0.3,2주 후 공항,1,,2주 후 공항 ,4,0,46,0,0,0,0
46,0,0,22.jpg,0,0,0,0.3,공항,1,에이미,“아빠. 나 너무 설레서 잠을 한숨도 못잤어”,4,0,31,0,0,0,0
47,0,0,22.jpg,0,0,0,0.3,공항,1,,‘좋아하는 에이미의 모습을 보니 좋지만 마음이 편치만은 않다..’,4,0,32,0,0,0,0
48,0,0,23.jpg,0,0,0,0.3,,0,데이빗,"""잘 다녀와.""",5,0,33,0,0,0,0
49,0,0,23.jpg,0,0,0,0.3,,0,에이미,"""아빠 나 진짜 매일 연락하고 사진 보낼게! 진짜 고마워!""",2,0,34,0,0,0,0
50,0,0,23.jpg,0,0,0,0.3,,0,데이빗,"""그래. 약속 꼭 지켜.""",5,0,35,0,0,0,0
51,0,0,24.jpg,0,0,0,0.3,,0,,데이빗은 출국하는 에이미의 모습을 바라본다.,2,0,36,0,0,0,0
