index,audio,효과음,image,이미지 등장시간,image effect,text3등장시간(s),텍스트 속도(s),text1,텍스트1 연출,text2,text3,텍스트3 연출,select1,select1 moving index,select2,select2 moving index,select3,select3 moving index
36,0,0,27.jpg,0,0,0,0.03,,0,데이빗,"""나 돈 좀 빌려줘. 한 500만..""",2,0,37,0,0,0,0
37,0,0,27.jpg,0,0,0,0.03,,0,빅토리아,"""갑자기? 왜?""",5,0,38,0,0,0,0
38,0,0,27.jpg,0,0,0,0.03,,0,데이빗,"""급하게 좀 필요해.""",2,0,39,0,0,0,0
39,0,0,27.jpg,0,0,0,0.03,,0,빅토리아,"""이유는 알려줘야 나도 남편한테 얘기 해보지.""",5,0,40,0,0,0,0
40,0,0,27.jpg,0,0,0,0.03,,0,데이빗,"""에이미가 여행 좀 보내달래. 유럽으로..""",2,0,41,0,0,0,0
41,0,0,27.jpg,0,0,0,0.03,,0,빅토리아,"""야. 이 시국에 무슨 여행이니? 형편도 어려운데..이번에 대학도 합격해서 학비도 만만치 않잖아.""",5,0,42,0,0,0,0
42,0,0,27.jpg,0,0,0,0.03,,0,데이빗,"""한번도 그런거 해준 적 없잖아. 처음으로 좀 해달라는데 도저히 안해줄 수가 없네..""",2,0,43,0,0,0,0
43,0,0,27.jpg,0,0,0,0.03,,0,빅토리아,"""...그래. 알았어..아빠 노릇 제대로 하네..""",5,0,44,0,0,0,0
44,0,0,27.jpg,0,0,0,0.03,,0,데이빗,"""고마워. 바로 좀 부탁할게.""",2,0,45,0,0,0,0
45,0,0,15.jpg,0,0,0,0,,0,,,0,0,46,0,0,0,0
46,0,0,28.jpg,0,0,0,0.03,2주 후. 공항,1,,2주 후. 공항,4,0,47,0,0,0,0
47,0,0,29.jpg,0,0,0,0.03,공항,1,에이미,“아빠. 나 너무 설레서 잠을 한숨도 못잤어”,4,0,48,0,0,0,0
48,0,0,30.jpg,0,0,0,0.03,공항,1,,‘좋아하는 에이미의 모습을 보니 좋지만. 마음이 편치만은 않다..’,4,0,49,0,0,0,0
49,0,0,30.jpg,0,0,0,0.03,,0,데이빗,"""잘 다녀와.""",2,0,50,0,0,0,0
50,0,0,30.jpg,0,0,0,0.03,,0,에이미,"""아빠 나 진짜 매일 연락하고 사진 보낼게! 진짜 고마워!""",2,0,51,0,0,0,0
51,0,0,30.jpg,0,0,0,0.03,,0,데이빗,"""그래. 약속 꼭 지켜.""",2,0,52,0,0,0,0
52,0,0,31.jpg,0,0,0,0.03,,0,에이미,“아빠! 나 갔다올게!”,2,0,53,0,0,0,0
53,0,0,32.jpg,0,0,0,0,,0,,,0,0,54,0,0,0,0
54,0,0,33.jpg,0,0,0,0,,0,,,0,0,55,0,0,0,0
55,0,0,34.jpg,0,0,0,0,,0,,,0,0,56,0,0,0,0
56,0,0,42.jpg,0,0,0,0,DAY1,2,,띠링-,0,0,57,0,0,0,0
57,0,0,40.jpg,0,0,0,0,DAY1,2,,,0,0,58,0,0,0,0
58,0,0,35.jpg,0,0,0,0,DAY1,2,에이미,아빠 나 잘 도착했어요.,0,0,59,0,0,0,0
59,0,0,38.jpg,0,0,0,0,DAY3,2,,,0,0,60,0,0,0,0
60,0,0,36.jpg,0,0,0,0,DAY6,2,,오늘은 에펠탑 야경 보고왔어.,0,0,61,0,0,0,0
61,0,0,39.jpg,0,0,0,0,DAY9,2,,아빠도 잘지내고 있지?,0,0,62,0,0,0,0
62,0,0,41.jpg,0,0,0,0.03,DAY9,2,에이미,"""아빠. 오늘은 새로운 친구가 생겼어!""",2,0,63,0,0,0,0
63,0,0,15.jpg,0,0,0,0.03,,0,,아빠도 밥 잘챙겨먹고 건강히 잘지내!,4,0,64,0,0,0,0
64,0,0,27.jpg,0,0,0,0.03,DAY10. 파리 시각 밤 10시,2,,평소와 다르게 연락이 없는 에이미.,4,0,65,0,0,0,0
65,0,0,27.jpg,0,0,0,0.03,,0,,왜 연락을 안받는거지...',4,0,66,0,0,0,0
66,0,0,25.jpg,0,0,0,0.03,,0,,11시.. 12시.. 새벽 1시…,4,0,67,0,0,0,0
67,0,0,26.jpg,0,0,0,0.03,,0,,밤새도록 연락이 안되네...',4,0,68,0,0,0,0
68,0,0,15.jpg,0,0,0,0.03,DAY11,2,,놀라서 깨는 데이빗. 에이미로부터 영상전화가 왔다.,4,0,69,0,0,0,0
69,0,0,43.jpg,0,0,0,0.03,,0,데이빗,"""너 뭐 하는 거야! 하루 종일 연락도 안되고!!!""",2,0,70,0,0,0,0
70,0,0,45.jpg,0,0,0,0.03,,0,에이미,"""아빠. 나 길을 잃었어. 친구를 놓쳤는데. 여기가 어딘지 모르겠어.""",2,0,71,0,0,0,0
71,0,0,44.jpg,0,0,0,0.03,,0,데이빗,"""너 밤새도록 술 먹은거야?!! 당장 돌아오고 싶어?!!!""",2,0,72,0,0,0,0
72,0,0,45.jpg,0,0,0,0.03,,0,에이미,"""아빠..그런데 누가 계속 따라와…""",8,0,73,0,0,0,0
73,0,0,45.jpg,0,0,0,0.03,,0,,겁에 질린 에이미. 어떻게 대처하라고 해야할까?,4,s1-1.jpg,74,s1-2.jpg,74,s1-3.jpg,94
74,0,0,46.jpg,0,0,0,0,,0,,,4,0,75,0,0,0,0
75,0,0,46.jpg,0,0,0,0,,0,,연락이 두절되었다. 당장 신고를 해야할 것 같다.,4,0,76,0,0,0,0
76,0,0,47.jpg,0,0,0,0,경찰서,1,,출국 후 경찰서를 찾은 데이빗.,4,0,77,0,0,0,0
77,0,0,47.jpg,0,0,0,0,경찰서,1,,경찰은 주변에 CCTV도 없는 시골길이라 수색이 쉽지 않다며 수사에 소극적인 모습을 보인다.,4,0,78,0,0,0,0
78,0,0,47.jpg,0,0,0,0,경찰서,1,,데이빗은 당장 찾아내라고 화를 냈지만 경찰은 실종 된 골목에서 발견 된 것은 휴대폰 밖에 없다고 한다.,4,0,79,0,0,0,0
79,0,0,47.jpg,0,0,0,0,,0,,데이빗은 딸의 휴대폰을 달라고 요청했으나 줄 수 없다고 하는 경찰.,4,0,80,0,0,0,0
80,0,0,47.jpg,0,0,0,0,,0,데이빗,"""그럼 딸의 사진이라도 주시죠.""",2,0,81,0,0,0,0
81,0,0,47.jpg,0,0,0,0,,0,,수사에 소극적인 경찰들을 믿을 수가 없다.지금은 1분 1초가 아깝다. 빨리 딸을 찾아야만 한다.',4,0,82,0,0,0,0
82,0,0,48.jpg,0,0,0,0,,0,,사진을 획득했다. 실종되기 전날 딸이 보내줬던 사진이다.,4,0,83,0,0,0,0
83,0,0,48.jpg,0,0,0,0,,0,,새로 사귀었다던 친구가 설마...',4,0,84,0,0,0,0
84,0,0,49.jpg,0,0,0,0,,0,,사진을 더 자세히 본다. '호텔...호텔 앞이다..!',4,0,85,0,0,0,0
85,0,0,49.jpg,0,0,0,0,,0,,사진 속 호텔로 찾아가야겠다.',4,0,86,0,0,0,0
86,0,0,50.jpg,0,0,0,0,호텔앞,1,,사진 속 호텔에 도착한 데이빗.,4,0,87,0,0,0,0
87,0,0,50.jpg,0,0,0,0,,0,,그런데 누구에게 물어봐야 알 수 있지?',4,s2-1.jpg,88,s2-2.jpg,91,0,0
88,0,0,51.jpg,0,0,0,0,호텔,1,데이빗,"""혹시 이 여자나 남자 본 적 있어요?""",2,0,89,0,0,0,0
89,0,0,51.jpg,0,0,0,0,호텔,1,직원,"""죄송합니다. 투숙 고객 정보는 알려드릴 수 없습니다.""",2,0,90,0,0,0,0
90,0,0,51.jpg,0,0,0,0,호텔,1,,증거 획득에 실패했다.,4,select.jpg,96,0,0,0,0
91,0,0,52.jpg,0,0,0,0,호텔,1,데이빗,"""혹시 이 여자나 남자 본 적 있어요?""",2,0,92,0,0,0,0
92,0,0,52.jpg,0,0,0,0,호텔,1,호텔리어,오. 이 남자요? 많이 봤죠. 클럽 단골이에요. 밤낮으로 항상 이 앞에 나타나요,2,0,93,0,0,0,0
93,0,0,52.jpg,0,0,0,0,호텔,1,,이 남자를 만나러 가야할 것 같다.,4,0,111,0,0,0,0
94,0,0,15.jpg,0,0,0,0,,0,,딸이 납치됬다.',9,0,95,0,0,0,0
95,0,0,15.jpg,0,0,0,0,,0,,경찰에 신고한 뒤. 바로 출국 준비를 하는 데이빗.,4,0,96,0,0,0,0
96,0,0,53.jpg,0,0,0,0,,0,,딸의 카드 내역서를 출력해서 이동 경로를 먼저 파악 해야겠다.',4,0,97,0,0,0,0
97,0,0,53.jpg,0,0,0,0,,0,,숙소 위치를 알아냈다.,4,0,98,0,0,0,0
98,0,0,54.jpg,0,0,0,0,딸이 묵던 숙소,1,,딸의 짐들이 고스란히 남아있다.,4,0,99,0,0,0,0
99,0,0,54.jpg,0,0,0,0,딸이 묵던 숙소,1,,잘 지낸다더니.. 여행에 혼자 보내지 말았어야 했는데..하...',4,0,100,0,0,0,0
100,0,0,54.jpg,0,0,0,0,딸이 묵던 숙소,1,,침대 위에서 아이패드를 발견했다.,4,0,101,0,0,0,0
101,0,0,54.jpg,0,0,0,0,,0,,비밀번호가 뭘까?,4,s3-1.jpg,102,s3-2.jpg,99,s3-3.jpg,99
102,0,0,55.jpg,0,0,0,0,,0,,에이미와 카야가 나눈 메시지 내역을 발견했다.,4,0,103,0,0,0,0
103,0,0,55.jpg,0,0,0,0,,0,,,0,0,104,0,0,0,0
104,0,0,55.jpg,0,0,0,0,,0,,,0,0,105,0,0,0,0
105,0,0,55.jpg,0,0,0,0,,0,,,0,0,106,0,0,0,0
106,0,0,55.jpg,0,0,0,0,,0,,,0,0,107,0,0,0,0
107,0,0,57.jpg,0,0,0,0,,0,,피터.. 전날 밤 피터라는 사람을 만난 것 같은데...',4,0,108,0,0,0,0
108,0,0,57.jpg,0,0,0,0,,0,,클럽에서 만난 걸까. 술집에서 만난 걸까?',4,s4-1.jpg,109,s4-2.jpg,111,0,0
109,0,0,58.jpg,0,0,0,0,술집,1,데이빗,"""혹시 피터라는 남자를 본 적 있나요?""",2,0,110,0,0,0,0
110,0,0,58.jpg,0,0,0,0,술집,1,술집 사장,"""술집에 사람이 얼마나 많이 왔다 가는데요. 저도 몰라요.""",2,select.jpg,94,0,0,0,0
111,0,0,59.jpg,0,0,0,0,클럽,1,데이빗,"""안녕하세요. 혹시 이 남자 아나요?""",2,0,112,0,0,0,0
112,0,0,59.jpg,0,0,0,0,클럽,1,바텐더,"""무슨 일이시죠?""",2,0,113,0,0,0,0
113,0,0,59.jpg,0,0,0,0,,0,,솔직하게 말할까. 핑계를 대야 할까?',4,s5-1.jpg,114,s5-2.jpg,114,0,0
114,0,0,59.jpg,0,0,0,0,,0,바텐더,저는 잘 모르겠네요,2,0,115,0,0,0,0
115,0,0,59.jpg,0,0,0,0,,0,데이빗,아시는거 같은데…,2,0,116,0,0,0,0
116,0,0,59.jpg,0,0,0,0,,0,바텐더,잘 모른다니깐요..,2,0,117,0,0,0,0
117,0,0,59.jpg,0,0,0,0,,0,데이빗,잘 좀 봐보세요,2,0,118,0,0,0,0
118,0,0,59.jpg,0,0,0,0,,0,바텐더,죄송합니다만. 영업 준비 때문에 나가 주시겠어요?,2,0,119,0,0,0,0
119,0,0,59.jpg,0,0,0,0,,0,,바텐더가 나를 경찰로 오해하는 것 같다,4,0,120,0,0,0,0
120,0,0,60.jpg,0,0,0,0,클럽 앞,1,,아..사진을 보여주지 말걸 그랬다. 너무 수상했나..?,4,0,121,0,0,0,0
121,0,0,60.jpg,0,0,0,0,클럽 앞,1,,누군가와 은밀하게 이야기를 나누고있는 사진속 남자를 발견한다,4,0,122,0,0,0,0
122,0,0,61.jpg,0,0,0,0,,0,,어..저 남자...? 아무래도 마약상 같은데..',4,s7-1.jpg,127,s7-2.jpg,123,0,0
123,0,0,15.jpg,0,0,0,0,,0,,유력 인물 피터를 놓쳤다.,4,0,124,0,0,0,0
124,0,0,62.jpg,0,0,0,0,,0,,어라?',4,0,125,0,0,0,0
125,0,0,62.jpg,0,0,0,0,,0,,떨어진 피터의 명함을 발견했다.,4,0,126,0,0,0,0
126,0,0,62.jpg,0,0,0,0,,0,,이 명함을 통해 은신처를 알아낼 수 있었다.,4,0,155,0,0,0,0
127,0,0,61.jpg,0,0,0,0,클럽 앞,1,피터,"""걘 50불이요.""",2,0,128,0,0,0,0
128,0,0,61.jpg,0,0,0,0,클럽 앞,1,남자1,"""아...너무 비싼데...""",2,0,129,0,0,0,0
129,0,0,61.jpg,0,0,0,0,클럽 앞,1,피터,"""어린 애만 찾으시니까 그렇지. 어떻게 할거에요?""",2,0,130,0,0,0,0
130,0,0,61.jpg,0,0,0,0,,0,,포주인가? 설마 의도적으로 에이미한테 접근한거야..?',4,s8-1.jpg,131,s8-2.jpg,136,0,0
131,0,0,63.jpg,0,0,0,0,,0,,맙소사! 피터가 도망치다가 차에 치여 죽어버렸다.',4,0,124,0,0,0,0
132,0,0,64.jpg,0,0,0,0,클럽,1,,클럽 개장 전 오픈 준비를 하고 있는 바텐더가 보인다. 저 사람에게 물어보면 뭔가를 얻을 수 있지 않을까?',4,0,133,0,0,0,0
133,0,0,64.jpg,0,0,0,0,클럽,1,피터,"""안녕하세요. 혹시 피터 보신 적 있나요?""",2,0,134,0,0,0,0
134,0,0,64.jpg,0,0,0,0,클럽,1,바텐더,"""피터? 칵테일 필요해요?""",2,0,135,0,0,0,0
135,0,0,64.jpg,0,0,0,0,,0,,칵테일..? 피터랑 무슨 상관이지?',4,s6-1.jpg,136,s6-2.jpg,138,s6-3.jpg,137
136,0,0,65.jpg,0,0,0,0,성매매 업소,1,,성매매 업소에 도착했지만. 이곳은 아무 연관이 없는 것 같다.',4,select.jpg,132,0,0,0,0
137,0,0,64.jpg,0,0,0,0,클럽,1,,은어를 알아듣지 못한 나를 수상하게 여긴 직원이 아무것도 알려주지 않았다.',4,select.jpg,132,0,0,0,0
138,0,0,60.jpg,0,0,0,0,클럽 앞,1,,드디어 피터를 만난 데이빗.,4,0,139,0,0,0,0
139,0,0,66.jpg,0,0,0,0,,0,피터,"""처음 보는 얼굴인데…""",2,0,140,0,0,0,0
140,0,0,66.jpg,0,0,0,0,,0,,"""추천해드릴까요? 아님 원하는거라도?""",2,s9-1.jpg,136,s9-2.jpg,141,s9-3.jpg,142
141,0,0,60.jpg,0,0,0,0,클럽 앞,1,,피터가 얼버무리고 도망가버렸다.,4,0,124,0,0,0,0
142,0,0,66.jpg,0,0,0,0,,0,,"""오 돈 많은가봐? 그럼 일단 따라오세요""",2,0,143,0,0,0,0
143,0,0,67.jpg,0,0,0,0,대로변,1,,누군가에게 전화하는 피터.,4,0,144,0,0,0,0
144,0,0,67.jpg,0,0,0,0,대로변,1,피터,"""잠깐 기다리세요.""",2,0,145,0,0,0,0
145,0,0,67.jpg,0,0,0,0,대로변,1,,세단 한 대가 정차한다.,4,0,146,0,0,0,0
146,0,0,67.jpg,0,0,0,0,,0,피터,"""타세요.""",2,0,147,0,0,0,0
147,0,0,68.jpg,0,0,0,0,자동차 안,1,피터,"""자.""",2,0,148,0,0,0,0
148,0,0,68.jpg,0,0,0,0,자동차 안,1,,안대를 건네주는 피터.,4,0,149,0,0,0,0
149,0,0,68.jpg,0,0,0,0,자동차 안,1,,써야 하는 건가..?',4,0,150,0,0,0,0
150,0,0,68.jpg,0,0,0,0,,0,피터,"""뭐해요? 안 갈 거야?""",2,0,151,0,0,0,0
151,0,0,68.jpg,0,0,0,0,,0,데이빗,"""아뇨. 가죠""",2,0,152,0,0,0,0
152,0,0,15.jpg,0,0,0,0,,0,,안대를 착용하니 출발하는 차량.,4,0,153,0,0,0,0
153,0,0,15.jpg,0,0,0,0,,0,,고요하다..어디로 가는 걸까...',4,0,154,0,0,0,0
154,0,0,15.jpg,0,0,0,0,,0,피터,"""내려요.""",2,0,155,0,0,0,0
155,0,0,15.jpg,0,0,0,0,,0,,누군가 내 팔을 잡고 데려간다. 아무것도 보이지 않는다.,4,0,156,0,0,0,0
156,0,0,15.jpg,0,0,0,0,,0,피터,"""소지품 검사하고 안내해드려.""",2,0,157,0,0,0,0
157,0,0,15.jpg,0,0,0,0,,0,,뚜벅뚜벅….어디론가 가고있다.',4,0,158,0,0,0,0
158,0,0,15.jpg,0,0,0,0,,0,남자2,"""잠깐 서시고. 소지품 검사 좀 하겠습니다.""",2,0,159,0,0,0,0
159,0,0,15.jpg,0,0,0,0,,0,남자2,"""A. B. C 중 어느 방으로 가시겠습니까?""",2,s10-1.jpg,160,s10-2.jpg,201,s10-3.jpg,218
160,0,0,15.jpg,0,0,0,0,,0,남자2,"""자. 이제 들어 갈 건데 지금부터 1시간 카운트 시작합니다.""",2,0,161,0,0,0,0
161,0,0,15.jpg,0,0,0,0,,0,남자2,"""30분 전에 벨이 울릴 거고. 그때 시간 연장 여부 알려주시면 되고요. 시간 끝나면 제가 다시 올 겁니다.""",2,0,162,0,0,0,0
162,0,0,15.jpg,0,0,0,0,,0,남자2,"""문은 안에서 안 열리니까 알고 계시고. 시간 연장은 10분에 80만원. 아시죠? 애들 초짜니까 너무 괴롭히지 마시고.""",2,0,163,0,0,0,0
163,0,0,15.jpg,0,0,0,0,,0,남자2,"""그럼 좋은 시간 되십쇼.""",2,0,164,0,0,0,0
164,0,0,69.jpg,0,0,0,0,A방,1,,안대를 벗으니 서서히 밝아진다.,4,0,165,0,0,0,0
165,0,0,69.jpg,0,0,0,0,A방,1,데이빗,"""아.. 눈부셔""",2,0,166,0,0,0,0
166,0,0,69.jpg,0,0,0,0,A방,1,,흐릿하게 여자가 서있는게 보인다.,4,0,167,0,0,0,0
167,0,0,69.jpg,0,0,0,0,,0,여자1,"""안녕하세요.""",2,0,168,0,0,0,0
168,0,0,69.jpg,0,0,0,0,,0,데이빗,"""소피아..?""",2,0,169,0,0,0,0
169,0,0,69.jpg,0,0,0,0,,0,,에이미 친구 소피아다!',4,0,170,0,0,0,0
170,0,0,69.jpg,0,0,0,0,,0,소피아,"""앉으세요.""",2,0,171,0,0,0,0
171,0,0,70.jpg,0,0,0,0,,0,데이빗,"""소피아. 에이미는 어디있니?""",2,0,172,0,0,0,0
172,0,0,70.jpg,0,0,0,0,,0,소피아,"""제 이름은 루나에요.""",2,0,173,0,0,0,0
173,0,0,70.jpg,0,0,0,0,,0,,팔에 놓인 주사 자국..화장으로 가렸지만 멍든 얼굴.. 약에 취해서 나를 못 알아보는 것 같다.',4,0,174,0,0,0,0
174,0,0,70.jpg,0,0,0,0,,0,,카야와 에이미의 사진을 보여주며 물어봐도 정신을 못 차리고. 어릴 때 이야기를 해도 전혀 못 알아 듣는다.',4,0,175,0,0,0,0
175,0,0,70.jpg,0,0,0,0,,0,,심지어 카야 부모님 이름과 이야기를 해도 소용이 없다.',4,0,176,0,0,0,0
176,0,0,70.jpg,0,0,0,0,,0,,언제 제정신이 돌아 올지 모르겠다. 추가 결제 시 전 재산이 탕진 되고. 구출해 내기에는 리스크가 너무 크다.',4,s11-1.jpg,178,s11-2.jpg,177,0,0
177,0,0,71.jpg,0,0,0,0,,0,,창살을 뜯는 순간 경보가 울려서 탈출에 실패했다.,4,select.jpg,159,0,0,0,0
178,0,0,72.jpg,0,0,0,0,,0,,지잉-!,3,0,179,0,0,0,0
179,0,0,72.jpg,0,0,0,0,,0,남자2,"""말씀하세요.""",2,0,180,0,0,0,0
180,0,0,72.jpg,0,0,0,0,,0,데이빗,"""4시간 더 있을게요.""",2,0,181,0,0,0,0
181,0,0,72.jpg,0,0,0,0,,0,남자2,"""네. 나가실 때 결제하시면 됩니다.""",2,0,182,0,0,0,0
182,0,0,73.jpg,0,0,0,0,,0,,잠든 소피아는 아무리 기다려도 깨지 않는다.,4,0,183,0,0,0,0
183,0,0,73.jpg,0,0,0,0,,0,,4시간 경과..,4,0,184,0,0,0,0
184,0,0,74.jpg,0,0,0,0,,0,,소피아가 벌떡 일어나더니 화장실로 달려간다. 속이 좋지 않은지 토하는 소피아.,4,0,185,0,0,0,0
185,0,0,74.jpg,0,0,0,0,,0,,얼굴을 닦으며 침대에 걸터 앉아 있는 내게 다가온다.,4,0,186,0,0,0,0
186,0,0,70.jpg,0,0,0,0,,0,소피아,"""아. 죄송해요..속이 너무 안좋아서요.""",2,0,187,0,0,0,0
187,0,0,70.jpg,0,0,0,0,,0,데이빗,"""괜찮다. 그런데 내가 누군지 모르겠니..?""",2,0,188,0,0,0,0
188,0,0,70.jpg,0,0,0,0,,0,,내 얼굴을 빤히 바라보는 소피아.,4,0,189,0,0,0,0
189,0,0,70.jpg,0,0,0,0,,0,소피아,"""잘..모르겠는데요..""",2,0,190,0,0,0,0
190,0,0,70.jpg,0,0,0,0,,0,,에이미와 소피아가 함께 찍은 사진을 보여준다.,4,0,191,0,0,0,0
191,0,0,70.jpg,0,0,0,0,,0,소피아,"""아..에이미 아버지신가요..? 여길 어떻게…""",2,0,192,0,0,0,0
192,0,0,70.jpg,0,0,0,0,,0,데이빗,"""너가 도와줘야 해.""",2,0,193,0,0,0,0
193,0,0,70.jpg,0,0,0,0,,0,,소피아는 울음을 터뜨린다.,4,0,194,0,0,0,0
194,0,0,70.jpg,0,0,0,0,,0,소피아,"""저도 아무것도 기억이 안나요. 아무것 도요. 죄송해요. 저 때문에…""",2,0,195,0,0,0,0
195,0,0,70.jpg,0,0,0,0,,0,데이빗,"""괜찮아. 지금부터 같이 빠져나가보자.""",2,0,196,0,0,0,0
196,0,0,70.jpg,0,0,0,0,,0,소피아,"""힘들 거에요.""",2,0,197,0,0,0,0
197,0,0,70.jpg,0,0,0,0,,0,데이빗,"""기억을 되살려보고 아무거나. 무엇이든 이야기 해봐.""",2,0,198,0,0,0,0
198,0,0,70.jpg,0,0,0,0,,0,소피아,"""지나가는 말로 근처에 VIP들만 갈 수 있는 업소가 있다고 들었어요.""",2,0,199,0,0,0,0
199,0,0,70.jpg,0,0,0,0,,0,데이빗,"""걸어 갈 수 있는 거리라고 했어요. 위치는 모르겠고. 스몰 돔이라고 불렀어요.""",2,0,200,0,0,0,0
200,0,0,70.jpg,0,0,0,0,,0,,약에 깬 딸 친구에게 은신처를 알아냈다.,4,0,230,0,0,0,0
201,0,0,75.jpg,0,0,0,0,B방,1,,안대를 벗으니 서서히 밝아진다.,4,0,202,0,0,0,0
202,0,0,75.jpg,0,0,0,0,B방,1,데이빗,"""아.. 눈부셔""",2,0,203,0,0,0,0
203,0,0,75.jpg,0,0,0,0,B방,1,,흐릿하게 여자가 서있는게 보인다.,4,0,204,0,0,0,0
204,0,0,76.jpg,0,0,0,0,,0,여자2,"""안녕하세요.에이미에요.""",2,0,205,0,0,0,0
205,0,0,76.jpg,0,0,0,0,,0,,!!!?!!!?!,4,0,206,0,0,0,0
206,0,0,76.jpg,0,0,0,0,,0,,에이미 또래의 어린 여자아이가 서있다.',4,0,207,0,0,0,0
207,0,0,76.jpg,0,0,0,0,,0,데이빗,"""에이미..라고?""",2,0,208,0,0,0,0
208,0,0,76.jpg,0,0,0,0,,0,여자2,"""네. 앉으세요.""",2,0,209,0,0,0,0
209,0,0,76.jpg,0,0,0,0,,0,데이빗,"""에이미를 알아?""",2,0,210,0,0,0,0
210,0,0,76.jpg,0,0,0,0,,0,여자2,"""그럼요. 제가 에이미인걸요.""",2,0,211,0,0,0,0
